user_id,session_timestamp,timestamp_unix,elapsed_s,drill_name,iteration,step_index,expected_action,detected_action,correct,attempts_left,failures,combo_complete,source,confidence
1,2026-02-08 13:23:12,1770528202.8163562,3.219,1-1-2 Combo,1,1,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:23:12,1770528204.0706058,4.474,1-1-2 Combo,1,2,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:23:12,1770528205.4493823,0.000,1-1-2 Combo,2,3,cross,cross,1,3,0,1,color_tracking,
1,2026-02-08 13:23:12,1770528211.997003,6.548,1-1-2 Combo,2,1,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:23:12,1770528213.5055203,8.056,1-1-2 Combo,2,2,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:23:12,1770528214.8719778,9.423,1-1-2 Combo,2,3,cross,jab,0,2,1,0,color_tracking,
1,2026-02-08 13:23:12,1770528218.2739856,3.397,1-1-2 Combo,2,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:23:12,1770528220.3120158,5.436,1-1-2 Combo,2,2,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:23:12,1770528221.3795831,0.000,1-1-2 Combo,3,3,cross,cross,1,2,1,1,color_tracking,
1,2026-02-08 13:23:12,1770528224.713153,3.334,1-1-2 Combo,3,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:23:12,1770528225.777264,4.398,1-1-2 Combo,3,2,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:23:12,1770528227.0529897,0.000,1-1-2 Combo,4,3,cross,cross,1,2,1,1,color_tracking,
1,2026-02-08 13:23:12,1770528230.1439352,3.091,1-1-2 Combo,4,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:23:12,1770528231.582581,4.530,1-1-2 Combo,4,2,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:23:12,1770528232.56399,0.000,1-1-2 Combo,5,3,cross,cross,1,2,1,1,color_tracking,
1,2026-02-08 13:23:12,1770528247.4654171,14.901,1-1-2 Combo,5,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:23:12,1770528248.5349424,15.971,1-1-2 Combo,5,2,jab,cross,0,1,2,0,color_tracking,
1,2026-02-08 13:32:45,1770528768.54383,2.695,1-1-2 Combo,0,1,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:32:45,1770528770.6620724,4.813,1-1-2 Combo,0,2,jab,jab,1,3,0,0,color_tracking,
